DATETIME,TIME,LON,LAT,PCO2_ORIGINAL
"""29-JAN-2019""",14250,89.4167,5.26743,407.838
"""29-JAN-2019""",14250,89.5,5.26743,408.518
"""29-JAN-2019""",14250,89.5833,5.26743,407.437
"""29-JAN-2019""",14250,89.6667,5.26743,407.23
"""29-JAN-2019""",14250,89.75,5.26743,406.936
"""29-JAN-2019""",14250,89.8333,5.26743,406.877
"""29-JAN-2019""",14250,89.9167,5.26743,407.007
"""29-JAN-2019""",14250,90,5.26743,406.927
"""29-JAN-2019""",14250,90.0833,5.26743,406.923
"""29-JAN-2019""",14250,90.1667,5.26743,406.786
"""29-JAN-2019""",14250,90.25,5.26743,407.096
"""29-JAN-2019""",14250,90.3333,5.26743,406.661
"""29-JAN-2019""",14250,90.4167,5.26743,407.397
"""29-JAN-2019""",14250,90.5,5.26743,407.354
"""29-JAN-2019""",14250,90.5833,5.26743,408.554
"""29-JAN-2019""",14250,90.6667,5.26743,408.312
"""29-JAN-2019""",14250,90.75,5.26743,408.667
"""29-JAN-2019""",14250,90.8333,5.26743,408.481
"""29-JAN-2019""",14250,90.9167,5.26743,408.919
"""29-JAN-2019""",14250,91,5.26743,408.869
"""29-JAN-2019""",14250,91.0833,5.26743,408.042
"""29-JAN-2019""",14250,91.1667,5.26743,407.581
"""29-JAN-2019""",14250,65.8333,5.35041,431.756
"""29-JAN-2019""",14250,65.9167,5.35041,432.194
"""29-JAN-2019""",14250,66,5.35041,432.089
"""29-JAN-2019""",14250,66.0833,5.35041,431.802
"""29-JAN-2019""",14250,66.1667,5.35041,431.769
"""29-JAN-2019""",14250,66.25,5.35041,431.473
"""29-JAN-2019""",14250,66.3333,5.35041,431.207
"""29-JAN-2019""",14250,66.4167,5.35041,430.915
"""29-JAN-2019""",14250,66.5,5.35041,430.831
"""29-JAN-2019""",14250,66.5833,5.35041,431.1
"""29-JAN-2019""",14250,66.6667,5.35041,431.268
"""29-JAN-2019""",14250,66.75,5.35041,431.52
"""29-JAN-2019""",14250,66.8333,5.35041,432.19
"""29-JAN-2019""",14250,66.9167,5.35041,432.271
"""29-JAN-2019""",14250,67,5.35041,432.074
"""29-JAN-2019""",14250,67.0833,5.35041,431.542
"""29-JAN-2019""",14250,67.1667,5.35041,430.749
"""29-JAN-2019""",14250,67.25,5.35041,430
"""29-JAN-2019""",14250,67.3333,5.35041,429.687
"""29-JAN-2019""",14250,67.4167,5.35041,429.87
"""29-JAN-2019""",14250,67.5,5.35041,430.316
