DATETIME,TIME,LON,LAT,NO3
"""29-JAN-2019""",14250,87.3333,5.26743,0.0391467
"""29-JAN-2019""",14250,87.4167,5.26743,0.0399242
"""29-JAN-2019""",14250,87.5,5.26743,0.0405468
"""29-JAN-2019""",14250,87.5833,5.26743,0.040745
"""29-JAN-2019""",14250,87.6667,5.26743,0.0420145
"""29-JAN-2019""",14250,87.75,5.26743,0.0428626
"""29-JAN-2019""",14250,87.8333,5.26743,0.0437645
"""29-JAN-2019""",14250,87.9167,5.26743,0.0453874
"""29-JAN-2019""",14250,88,5.26743,0.0464342
"""29-JAN-2019""",14250,88.0833,5.26743,0.0466298
"""29-JAN-2019""",14250,88.1667,5.26743,0.0452131
"""29-JAN-2019""",14250,88.25,5.26743,0.0432877
"""29-JAN-2019""",14250,88.3333,5.26743,0.0431775
"""29-JAN-2019""",14250,88.4167,5.26743,0.0410003
"""29-JAN-2019""",14250,88.5,5.26743,0.0402607
"""29-JAN-2019""",14250,88.5833,5.26743,0.039841
"""29-JAN-2019""",14250,88.6667,5.26743,0.0387628
"""29-JAN-2019""",14250,88.75,5.26743,0.0381509
"""29-JAN-2019""",14250,88.8333,5.26743,0.0370895
"""29-JAN-2019""",14250,88.9167,5.26743,0.0376314
"""29-JAN-2019""",14250,89,5.26743,0.0365028
"""29-JAN-2019""",14250,89.0833,5.26743,0.0368668
"""29-JAN-2019""",14250,89.1667,5.26743,0.0359936
"""29-JAN-2019""",14250,89.25,5.26743,0.036023
"""29-JAN-2019""",14250,89.3333,5.26743,0.0354882
"""29-JAN-2019""",14250,89.4167,5.26743,0.0340121
"""29-JAN-2019""",14250,89.5,5.26743,0.0343902
"""29-JAN-2019""",14250,89.5833,5.26743,0.0346041
"""29-JAN-2019""",14250,89.6667,5.26743,0.0350122
"""29-JAN-2019""",14250,89.75,5.26743,0.0347261
"""29-JAN-2019""",14250,89.8333,5.26743,0.0353071
"""29-JAN-2019""",14250,89.9167,5.26743,0.0349707
"""29-JAN-2019""",14250,90,5.26743,0.03426
"""29-JAN-2019""",14250,90.0833,5.26743,0.0348102
"""29-JAN-2019""",14250,90.1667,5.26743,0.03518
"""29-JAN-2019""",14250,90.25,5.26743,0.036088
"""29-JAN-2019""",14250,90.3333,5.26743,0.0339837
"""29-JAN-2019""",14250,90.4167,5.26743,0.0359664
"""29-JAN-2019""",14250,90.5,5.26743,0.0336915
"""29-JAN-2019""",14250,90.5833,5.26743,0.0359346
"""29-JAN-2019""",14250,90.6667,5.26743,0.0366275
"""29-JAN-2019""",14250,90.75,5.26743,0.0368904
"""29-JAN-2019""",14250,90.8333,5.26743,0.0360373
"""29-JAN-2019""",14250,90.9167,5.26743,0.0362787
"""29-JAN-2019""",14250,91,5.26743,0.0367555
"""29-JAN-2019""",14250,91.0833,5.26743,0.0376737
"""29-JAN-2019""",14250,91.1667,5.26743,0.0386035
"""29-JAN-2019""",14250,65.8333,5.35041,0.0151228
"""29-JAN-2019""",14250,65.9167,5.35041,0.0145106
"""29-JAN-2019""",14250,66,5.35041,0.0145747
"""29-JAN-2019""",14250,66.0833,5.35041,0.0144701
"""29-JAN-2019""",14250,66.1667,5.35041,0.0144858
"""29-JAN-2019""",14250,66.25,5.35041,0.0144225
"""29-JAN-2019""",14250,66.3333,5.35041,0.0142948
"""29-JAN-2019""",14250,66.4167,5.35041,0.0143996
"""29-JAN-2019""",14250,66.5,5.35041,0.0142125
"""29-JAN-2019""",14250,66.5833,5.35041,0.0139985
"""29-JAN-2019""",14250,66.6667,5.35041,0.0137949
"""29-JAN-2019""",14250,66.75,5.35041,0.0134748
"""29-JAN-2019""",14250,66.8333,5.35041,0.0136474
"""29-JAN-2019""",14250,66.9167,5.35041,0.0135918
"""29-JAN-2019""",14250,67,5.35041,0.0137284
"""29-JAN-2019""",14250,67.0833,5.35041,0.0137914
"""29-JAN-2019""",14250,67.1667,5.35041,0.0137799
"""29-JAN-2019""",14250,67.25,5.35041,0.0140692
"""29-JAN-2019""",14250,67.3333,5.35041,0.0141082
"""29-JAN-2019""",14250,67.4167,5.35041,0.0144889
"""29-JAN-2019""",14250,67.5,5.35041,0.0146177
"""29-JAN-2019""",14250,67.5833,5.35041,0.0144565
"""29-JAN-2019""",14250,67.6667,5.35041,0.0144674
"""29-JAN-2019""",14250,67.75,5.35041,0.0142183
"""29-JAN-2019""",14250,67.8333,5.35041,0.0139641
"""29-JAN-2019""",14250,67.9167,5.35041,0.0136688
"""29-JAN-2019""",14250,68,5.35041,0.0133077
"""29-JAN-2019""",14250,68.0833,5.35041,0.0131486
"""29-JAN-2019""",14250,68.1667,5.35041,0.0129107
"""29-JAN-2019""",14250,68.25,5.35041,0.0127976
"""29-JAN-2019""",14250,68.3333,5.35041,0.0124632
"""29-JAN-2019""",14250,68.4167,5.35041,0.0124117
"""29-JAN-2019""",14250,68.5,5.35041,0.0124012
"""29-JAN-2019""",14250,68.5833,5.35041,0.0124151
"""29-JAN-2019""",14250,68.6667,5.35041,0.01249
"""29-JAN-2019""",14250,68.75,5.35041,0.0122508
"""29-JAN-2019""",14250,68.8333,5.35041,0.0120437
"""29-JAN-2019""",14250,68.9167,5.35041,0.0119239
"""29-JAN-2019""",14250,69,5.35041,0.0116898
"""29-JAN-2019""",14250,69.0833,5.35041,0.0116208
"""29-JAN-2019""",14250,69.1667,5.35041,0.0114899
"""29-JAN-2019""",14250,69.25,5.35041,0.0113833
"""29-JAN-2019""",14250,69.3333,5.35041,0.0112052
"""29-JAN-2019""",14250,69.4167,5.35041,0.0113787
"""29-JAN-2019""",14250,69.5,5.35041,0.0115023
"""29-JAN-2019""",14250,69.5833,5.35041,0.011813
"""29-JAN-2019""",14250,69.6667,5.35041,0.01209
"""29-JAN-2019""",14250,69.75,5.35041,0.0122382
"""29-JAN-2019""",14250,69.8333,5.35041,0.0122331
"""29-JAN-2019""",14250,69.9167,5.35041,0.0120975
"""29-JAN-2019""",14250,70,5.35041,0.0118139
"""29-JAN-2019""",14250,70.0833,5.35041,0.0119504
"""29-JAN-2019""",14250,70.1667,5.35041,0.0116963
"""29-JAN-2019""",14250,70.25,5.35041,0.0121198
"""29-JAN-2019""",14250,70.3333,5.35041,0.0123515
"""29-JAN-2019""",14250,70.4167,5.35041,0.0130753
"""29-JAN-2019""",14250,70.5,5.35041,0.0138586
"""29-JAN-2019""",14250,70.5833,5.35041,0.0148014
"""29-JAN-2019""",14250,70.6667,5.35041,0.0152831
"""29-JAN-2019""",14250,70.75,5.35041,0.0159102
"""29-JAN-2019""",14250,70.8333,5.35041,0.0165431
"""29-JAN-2019""",14250,70.9167,5.35041,0.0169907
"""29-JAN-2019""",14250,71,5.35041,0.0174908
"""29-JAN-2019""",14250,71.0833,5.35041,0.0178271
"""29-JAN-2019""",14250,71.1667,5.35041,0.0184467
"""29-JAN-2019""",14250,71.25,5.35041,0.018824
"""29-JAN-2019""",14250,71.3333,5.35041,0.0196312
"""29-JAN-2019""",14250,71.4167,5.35041,0.0200496
"""29-JAN-2019""",14250,71.5,5.35041,0.0208827
"""29-JAN-2019""",14250,71.5833,5.35041,0.0216371
"""29-JAN-2019""",14250,71.6667,5.35041,0.0225789
"""29-JAN-2019""",14250,71.75,5.35041,0.0229616
"""29-JAN-2019""",14250,71.8333,5.35041,0.0236748
"""29-JAN-2019""",14250,71.9167,5.35041,0.0236031
"""29-JAN-2019""",14250,72,5.35041,0.0242539
"""29-JAN-2019""",14250,72.0833,5.35041,0.0251214
"""29-JAN-2019""",14250,72.1667,5.35041,0.0259359
"""29-JAN-2019""",14250,72.25,5.35041,0.0285773
"""29-JAN-2019""",14250,72.3333,5.35041,0.0295477
"""29-JAN-2019""",14250,72.4167,5.35041,0.0290763
"""29-JAN-2019""",14250,72.5,5.35041,0.0297752
"""29-JAN-2019""",14250,72.5833,5.35041,0.0308201
"""29-JAN-2019""",14250,72.6667,5.35041,0.0289824
"""29-JAN-2019""",14250,72.75,5.35041,0.0279695
"""29-JAN-2019""",14250,72.8333,5.35041,0.0324983
"""29-JAN-2019""",14250,72.9167,5.35041,0.0219784
"""29-JAN-2019""",14250,73,5.35041,0.0182595
"""29-JAN-2019""",14250,73.0833,5.35041,0.0160404
"""29-JAN-2019""",14250,73.1667,5.35041,0.0145923
"""29-JAN-2019""",14250,73.25,5.35041,0.0138612
"""29-JAN-2019""",14250,73.3333,5.35041,0.0153383
"""29-JAN-2019""",14250,73.4167,5.35041,0.0145235
"""29-JAN-2019""",14250,73.5,5.35041,0.0149593
"""29-JAN-2019""",14250,73.5833,5.35041,0.0146093
"""29-JAN-2019""",14250,73.6667,5.35041,0.01552
"""29-JAN-2019""",14250,73.75,5.35041,0.0151715
"""29-JAN-2019""",14250,73.8333,5.35041,0.0159488
"""29-JAN-2019""",14250,73.9167,5.35041,0.0160422
"""29-JAN-2019""",14250,74,5.35041,0.0163265
"""29-JAN-2019""",14250,74.0833,5.35041,0.0164948
"""29-JAN-2019""",14250,74.1667,5.35041,0.0175123
"""29-JAN-2019""",14250,74.25,5.35041,0.0177808
"""29-JAN-2019""",14250,74.3333,5.35041,0.0188381
"""29-JAN-2019""",14250,74.4167,5.35041,0.0188627
"""29-JAN-2019""",14250,74.5,5.35041,0.0193123
"""29-JAN-2019""",14250,74.5833,5.35041,0.0196026
"""29-JAN-2019""",14250,74.6667,5.35041,0.0196647
"""29-JAN-2019""",14250,74.75,5.35041,0.019413
"""29-JAN-2019""",14250,74.8333,5.35041,0.0193147
"""29-JAN-2019""",14250,74.9167,5.35041,0.018912
"""29-JAN-2019""",14250,75,5.35041,0.01944
"""29-JAN-2019""",14250,75.0833,5.35041,0.0189855
"""29-JAN-2019""",14250,75.1667,5.35041,0.0193243
"""29-JAN-2019""",14250,75.25,5.35041,0.0192846
"""29-JAN-2019""",14250,75.3333,5.35041,0.0198106
"""29-JAN-2019""",14250,75.4167,5.35041,0.0202841
"""29-JAN-2019""",14250,75.5,5.35041,0.0204595
"""29-JAN-2019""",14250,75.5833,5.35041,0.0211347
"""29-JAN-2019""",14250,75.6667,5.35041,0.0218418
"""29-JAN-2019""",14250,75.75,5.35041,0.0223626
"""29-JAN-2019""",14250,75.8333,5.35041,0.0224781
"""29-JAN-2019""",14250,75.9167,5.35041,0.0228676
"""29-JAN-2019""",14250,76,5.35041,0.0222939
"""29-JAN-2019""",14250,76.0833,5.35041,0.0219115
"""29-JAN-2019""",14250,76.1667,5.35041,0.0217708
"""29-JAN-2019""",14250,76.25,5.35041,0.0217012
"""29-JAN-2019""",14250,76.3333,5.35041,0.0213168
"""29-JAN-2019""",14250,76.4167,5.35041,0.0215709
"""29-JAN-2019""",14250,76.5,5.35041,0.0211134
"""29-JAN-2019""",14250,76.5833,5.35041,0.0209246
"""29-JAN-2019""",14250,76.6667,5.35041,0.0209417
"""29-JAN-2019""",14250,76.75,5.35041,0.0206142
"""29-JAN-2019""",14250,76.8333,5.35041,0.0206522
"""29-JAN-2019""",14250,76.9167,5.35041,0.0210297
"""29-JAN-2019""",14250,77,5.35041,0.0212996
"""29-JAN-2019""",14250,77.0833,5.35041,0.0214185
"""29-JAN-2019""",14250,77.1667,5.35041,0.0215733
"""29-JAN-2019""",14250,77.25,5.35041,0.021782
"""29-JAN-2019""",14250,77.3333,5.35041,0.0221661
"""29-JAN-2019""",14250,77.4167,5.35041,0.0227829
"""29-JAN-2019""",14250,77.5,5.35041,0.0221015
"""29-JAN-2019""",14250,77.5833,5.35041,0.0216445
"""29-JAN-2019""",14250,77.6667,5.35041,0.0205548
"""29-JAN-2019""",14250,77.75,5.35041,0.0202673
"""29-JAN-2019""",14250,77.8333,5.35041,0.0202084
"""29-JAN-2019""",14250,77.9167,5.35041,0.0190959
"""29-JAN-2019""",14250,78,5.35041,0.0196039
"""29-JAN-2019""",14250,78.0833,5.35041,0.0183511
"""29-JAN-2019""",14250,78.1667,5.35041,0.0180908
"""29-JAN-2019""",14250,78.25,5.35041,0.0174563
"""29-JAN-2019""",14250,78.3333,5.35041,0.0161279
